Application ID,Application Type,Customer ID,Group Name ID,Action,RM ID,Entered Date,Closed Date,Next Review Date,Product ID,Start Date,Term (mths),Expiry Date,Rate Applied,Margin Agreed,Capital,Annual Interest Income,Collateral Start Date,Collateral Type,Face Value,Conversion Factor,Rating,Limits Rating,Expected Loss,Covenants,Covenant Type,Application Error
ID1383,Dealer,IFR123,GRP520,Review,RM2007,2016-02-29,2016-05-28,2017-05-28,PRD001,2016-05-28,60,2021-06-01,3.03,0.25,4580000,150223.99999999997,2011-01-20,Limited Guarantee and Indemnity (supported),10100000,0.5,6,8,572500.0,Conditions Subsequent,Complied,No Error
ID1498,Dealer,IFR158,GRP500,New,RM2015,2016-02-29,2016-05-12,2017-05-12,PRD008,2016-05-12,12,2017-05-13,3.69,0.18,410000,15867.0,2010-12-28,Tripartite Deed/Agreement,7600000,0.4,5,2,205000.0,Financial,Extended,Error
ID1232,Commercial,IFR101,GRP504,Existing,RM2020,2016-03-01,2016-03-27,2017-03-27,PRD004,2016-03-27,36,2019-03-30,2.27,0.16,6200000,150660.0,2013-12-12,Fixed Company Charge,8900000,1.0,1,8,775000.0,Conditions Subsequent,Extended,No Error
ID1357,Dealer,IFR199,GRP514,Existing,RM2011,2016-03-01,2016-05-31,2017-05-31,PRD014,2016-05-31,6,2016-11-30,2.34,0.15,2900000,72210.0,2011-11-07,Crop Lien,4000000,0.75,2,8,362500.0,Conditions Subsequent,Breached,No Error
ID1209,Dealer,IFR168,GRP509,Straight,RM2005,2016-03-02,2016-06-11,2017-06-11,PRD006,2016-06-11,24,2018-06-13,1.68,0.1,1450000,25810.0,2016-07-22,Fixed and Floating Company Charge,12400000,1.0,6,6,241666.66666666666,Reporting,Complied,No Error
ID1210,Dealer,IFR145,GRP514,New,RM2012,2016-03-03,2016-05-16,2017-05-16,PRD015,2016-05-16,6,2016-11-15,2.01,0.23,730000,16351.999999999998,2012-02-28,Bill of Sale over specific business assets,12600000,0.7,4,4,182500.0,Financial,Extended,No Error
ID1009,Commercial,IFR102,GRP512,Existing,RM2031,2016-03-05,2016-05-17,2017-05-17,PRD004,2016-05-17,12,2017-05-18,3.61,0.41,4660000,187331.99999999997,2013-03-21,Tripartite Deed/Agreement,13800000,1.0,3,5,932000.0,Reporting,Complied,No Error
ID1303,Dealer,IFR194,GRP511,New,RM2032,2016-03-05,2016-07-02,2017-07-02,PRD013,2016-07-02,36,2019-07-05,2.87,0.18,4220000,128710.00000000001,2001-12-25,Fixed and Floating Charge (Cashflow lending),10700000,1.0,5,5,844000.0,Reporting,Non Waiver,Error
ID1412,Corporate,IFR123,GRP520,Existing,RM2017,2016-03-05,2016-06-02,2017-06-02,PRD020,2016-06-02,60,2021-06-06,2.8,0.29,1300000,40169.99999999999,2011-01-20,Limited Guarantee and Indemnity (unsupported),13900000,0.75,4,9,144444.44444444444,Conditions Subsequent,Complied,No Error
ID1082,Property Development,IFR199,GRP514,Existing,RM2016,2016-03-07,2016-06-20,2017-06-20,PRD011,2016-06-20,6,2016-12-20,2.69,0.13,5450000,153690.0,2011-11-07,Commercial Property,11700000,0.75,3,2,2725000.0,Financial,Complied,No Error
ID1142,Dealer,IFR169,GRP517,Existing,RM2038,2016-03-08,2016-06-02,2017-06-02,PRD012,2016-06-02,48,2020-06-05,2.89,0.3,1300000,41470.0,2001-12-16,Traded Equities,18800000,1.0,6,6,216666.66666666666,Reporting,Complied,No Error
ID1448,Dealer,IFR161,GRP507,Existing,RM2011,2016-03-08,2016-05-15,2017-05-15,PRD012,2016-05-15,12,2017-05-16,3.2,0.37,1000000,35700.0,2010-05-10,Bill of Sale over specific business assets,17500000,0.75,2,8,125000.0,Conditions Subsequent,Complied,No Error
ID1446,Dealer,IFR129,GRP500,Existing,RM2009,2016-03-09,2016-06-12,2017-06-12,PRD015,2016-06-12,24,2018-06-14,2.25,0.25,4680000,117000.0,2003-12-29,Limited Guarantee and Indemnity (supported),3700000,0.5,1,9,520000.0,Conditions Subsequent,Complied,No Error
ID1431,Dealer,IFR180,GRP502,Existing,RM2027,2016-03-10,2016-06-01,2017-06-01,PRD012,2016-06-01,24,2018-06-03,1.63,0.34,850000,16745.0,2010-11-25,Bill of Sale over a Post Office licence,6900000,0.75,2,5,170000.0,Reporting,Breached,No Error
ID1223,Commercial,IFR153,GRP507,Existing,RM2000,2016-03-12,2016-04-01,2017-04-01,PRD020,2016-04-01,12,2017-04-02,2.84,0.16,3480000,104400.0,2002-06-22,Fixed Company Charge,11200000,1.0,5,11,316363.63636363635,Conditions Precedent,Extended,No Error
ID1135,Dealer,IFR111,GRP502,Review,RM2025,2016-03-13,2016-05-10,2017-05-10,PRD002,2016-05-10,12,2017-05-11,1.68,0.33,1290000,25928.999999999996,2016-09-29,Limited Guarantee and Indemnity (supported),9200000,0.75,5,9,143333.33333333334,Conditions Subsequent,Complied,No Error
ID1206,Commercial,IFR159,GRP502,Review,RM2011,2016-03-15,2016-06-15,2017-06-15,PRD007,2016-06-15,24,2018-06-17,1.77,0.47,4660000,104384.00000000001,2010-11-23,Limited Cross Guarantee and Indemnity (supported),18900000,0.75,6,8,582500.0,Reporting,Breached,No Error
ID1260,Commercial,IFR112,GRP507,Review,RM2008,2016-03-16,2016-04-08,2017-04-08,PRD020,2016-04-08,36,2019-04-11,3.36,0.24,6400000,230399.99999999997,2007-05-23,Mortgage over a lease,19000000,0.75,3,10,640000.0,Conditions Precedent,Breached,No Error
ID1053,Commercial,IFR143,GRP514,Existing,RM2019,2016-03-18,2016-05-30,2017-05-30,PRD013,2016-05-30,12,2017-05-31,2.28,0.24,6510000,164051.99999999997,2006-01-02,Mortgage over a lease,16300000,0.8,6,10,651000.0,Conditions Subsequent,Non Waiver,No Error
ID1068,Commercial,IFR169,GRP517,Existing,RM2023,2016-03-18,2016-05-22,2017-05-22,PRD013,2016-05-22,12,2017-05-23,2.62,0.37,4530000,135447.0,2001-12-16,Bill of Sale over specific business assets,10100000,0.75,3,6,755000.0,Reporting,Non Waiver,No Error
ID1067,Dealer,IFR148,GRP500,New,RM2012,2016-03-20,2016-06-12,2017-06-12,PRD011,2016-06-12,24,2018-06-14,1.85,0.26,6810000,143691.00000000003,2012-05-10,Fixed Company Charge,18800000,1.0,2,3,2270000.0,Financial,Complied,No Error
ID1136,Commercial,IFR173,GRP500,New,RM2024,2016-03-22,2016-05-20,2017-05-20,PRD015,2016-05-20,12,2017-05-21,2.18,0.11,6620000,151598.0,2016-05-21,Residential Property,11700000,0.75,4,11,601818.1818181818,Conditions Precedent,Extended,No Error
ID1316,Dealer,IFR170,GRP516,New,RM2013,2016-03-22,2016-06-08,2017-06-08,PRD020,2016-06-08,12,2017-06-09,2.49,0.45,1900000,55860.00000000001,2010-12-11,Bill of Sale over a Post Office licence,9800000,0.5,4,9,211111.11111111112,Conditions Subsequent,Extended,No Error
ID1239,Dealer,IFR112,GRP507,Existing,RM2027,2016-03-23,2016-07-20,2017-07-20,PRD018,2016-07-20,12,2017-07-21,3.67,0.38,5160000,208980.0,2007-05-23,Term Deposit at the bank.,10300000,0.75,1,8,645000.0,Conditions Subsequent,Complied,No Error
ID1430,Dealer,IFR129,GRP500,Existing,RM2009,2016-03-24,2016-06-23,2017-06-23,PRD016,2016-06-23,12,2017-06-24,3.3,0.27,810000,28916.999999999996,2003-12-29,Bill of Sale over a Motor Vehicle,6700000,0.75,3,6,135000.0,Reporting,Extended,No Error
ID1063,Dealer,IFR174,GRP511,Existing,RM2007,2016-03-25,2016-06-23,2017-06-23,PRD010,2016-06-23,12,2017-06-24,1.96,0.34,1630000,37490.0,2006-01-23,Fixed and Floating Charge (Cashflow lending),20000000,1.0,2,1,1630000.0,Financial,Breached,Error
ID1158,Dealer,IFR166,GRP500,New,RM2040,2016-03-25,2016-07-03,2017-07-03,PRD007,2016-07-03,48,2020-07-06,2.23,0.28,6730000,168922.99999999997,2008-07-09,Fixed and Floating Charge (Cashflow lending),8100000,0.75,2,4,1682500.0,Reporting,Breached,No Error
ID1471,Dealer,IFR133,GRP516,Existing,RM2015,2016-03-25,2016-07-29,2017-07-29,PRD006,2016-07-29,12,2017-07-30,2.67,0.19,4610000,131846.0,2003-12-22,Crop Lien,13900000,0.75,5,4,1152500.0,Reporting,Complied,No Error
ID1348,Commercial,IFR105,GRP501,New,RM2037,2016-03-26,2016-05-14,2017-05-14,PRD010,2016-05-14,36,2019-05-17,1.83,0.34,6530000,141701.0,2004-01-03,Collateral Type Desc,22200000,0.4,4,6,1088333.3333333333,Reporting,Non Waiver,No Error
ID1444,Commercial,IFR162,GRP514,Review,RM2036,2016-03-26,2016-07-10,2017-07-10,PRD012,2016-07-10,48,2020-07-13,2.32,0.39,2140000,57994.0,2005-04-01,Crop Lien,6100000,0.75,3,6,356666.6666666667,Reporting,Complied,No Error
ID1287,Property Development,IFR102,GRP512,New,RM2017,2016-03-27,2016-06-05,2017-06-05,PRD007,2016-06-05,12,2017-06-06,2.7,0.2,290000,8410.000000000002,2013-03-21,Mortgage over Real Property (Industrial),8800000,0.7,4,3,96666.66666666667,Financial,Breached,No Error
ID1159,Commercial,IFR131,GRP505,New,RM2013,2016-03-28,2016-05-25,2017-05-25,PRD013,2016-05-25,12,2017-05-26,3.15,0.31,5190000,179574.0,2006-12-19,Mortgage over Real Property (Industrial),24000000,0.8,6,5,1038000.0,Reporting,Extended,No Error
ID1183,Dealer,IFR142,GRP519,New,RM2021,2016-03-29,2016-05-04,2017-05-04,PRD007,2016-05-04,24,2018-05-06,1.69,0.39,4220000,87776.0,2016-09-06,Tripartite Deed/Agreement,14900000,0.7,1,7,602857.1428571428,Reporting,Complied,No Error
ID1195,Dealer,IFR162,GRP514,New,RM2014,2016-03-30,2016-07-29,2017-07-29,PRD018,2016-07-29,6,2017-01-28,2.72,0.16,400000,11520.000000000002,2005-04-01,Mortgage over Real Property (Industrial),14100000,0.7,2,9,44444.444444444445,Conditions Subsequent,Extended,No Error
ID1092,Commercial,IFR119,GRP511,New,RM2028,2016-04-01,2016-07-12,2017-07-12,PRD016,2016-07-12,36,2019-07-15,2.36,0.42,6060000,168468.0,2005-03-31,Bill of Sale over business assets,14500000,1.0,6,6,1010000.0,Reporting,Extended,No Error
ID1132,Commercial,IFR158,GRP500,New,RM2017,2016-04-02,2016-04-27,2017-04-27,PRD013,2016-04-27,12,2017-04-28,3.5,0.41,850000,33235.0,2010-12-28,Crop Lien,20100000,0.7,2,4,212500.0,Reporting,Extended,No Error
ID1043,Dealer,IFR182,GRP518,New,RM2006,2016-04-03,2016-06-13,2017-06-13,PRD008,2016-06-13,6,2016-12-13,2.68,0.5,4510000,143418.0,2010-05-26,Fixed and Floating Company Charge,4500000,0.75,2,10,451000.0,Conditions Precedent,Complied,No Error
ID1470,Commercial,IFR136,GRP502,Existing,RM2013,2016-04-04,2016-07-09,2017-07-09,PRD015,2016-07-09,24,2018-07-11,2.97,0.11,580000,17864.0,2014-07-20,General Mortgage/Lien,19300000,0.75,1,6,96666.66666666667,Reporting,Complied,No Error
ID1277,Commercial,IFR189,GRP500,Existing,RM2005,2016-04-08,2016-05-18,2017-05-18,PRD017,2016-05-18,6,2016-11-17,3.29,0.24,3380000,119314.00000000001,2002-06-19,Fixed and Floating Company Charge,16000000,0.8,2,5,676000.0,Reporting,Breached,No Error
ID1341,Commercial,IFR104,GRP502,New,RM2002,2016-04-08,2016-05-20,2017-05-20,PRD019,2016-05-20,48,2020-05-23,2.85,0.18,6830000,206949.00000000003,2010-12-05,Gold Deposit,21600000,1.0,4,9,758888.8888888889,Conditions Subsequent,Breached,No Error
ID1059,Dealer,IFR176,GRP519,Existing,RM2007,2016-04-09,2016-07-17,2017-07-17,PRD002,2016-07-17,6,2017-01-16,2.25,0.11,6850000,161660.0,2004-08-09,Limited Cross Guarantee and Indemnity (supported),7400000,1.0,1,5,1370000.0,Reporting,Complied,No Error
ID1117,Dealer,IFR104,GRP502,Existing,RM2034,2016-04-09,2016-07-01,2017-07-01,PRD009,2016-07-01,12,2017-07-02,2.51,0.44,5420000,159890.0,2010-12-05,Cash and Cash E,11500000,0.4,3,6,903333.3333333334,Reporting,Complied,No Error
ID1010,Property Development,IFR150,GRP514,Review,RM2003,2016-04-11,2016-08-14,2017-08-14,PRD013,2016-08-14,36,2019-08-17,3.5,0.48,4090000,162782.0,2013-11-02,Bill of Sale over business assets,22100000,0.75,6,5,818000.0,Reporting,Complied,No Error
ID1217,Commercial,IFR190,GRP502,Review,RM2016,2016-04-11,2016-05-29,2017-05-29,PRD018,2016-05-29,48,2020-06-01,3.28,0.16,1740000,59856.0,2011-10-22,Mortgage over Real Property (Industrial),19500000,0.5,5,10,174000.0,Conditions Subsequent,Complied,No Error
ID1364,Dealer,IFR157,GRP515,New,RM2030,2016-04-12,2016-05-01,2017-05-01,PRD019,2016-05-01,12,2017-05-02,2.55,0.1,680000,18020.0,2008-09-05,Crop Lien,7900000,0.7,4,7,97142.85714285714,Reporting,Complied,No Error
ID1013,Dealer,IFR191,GRP500,New,RM2031,2016-04-14,2016-05-25,2017-05-25,PRD015,2016-05-25,6,2016-11-24,2.36,0.13,2530000,62996.99999999999,2014-08-21,Bill of Sale over business assets,7300000,1.0,2,6,421666.6666666667,Reporting,Non Waiver,No Error
ID1435,Dealer,IFR159,GRP502,Existing,RM2040,2016-04-14,2016-05-17,2017-05-17,PRD002,2016-05-17,24,2018-05-19,3.28,0.47,3310000,124125.0,2010-11-23,Transfer of Mortgage over a Lease,19200000,0.75,5,6,551666.6666666666,Reporting,Extended,No Error
ID1015,Dealer,IFR108,GRP515,New,RM2010,2016-04-19,2016-06-03,2017-06-03,PRD005,2016-06-03,48,2020-06-06,2.36,0.29,5780000,153170.0,2003-12-24,Transfer of Mortgage over a Lease,12100000,1.0,5,9,642222.2222222222,Conditions Subsequent,Complied,No Error
ID1255,Dealer,IFR141,GRP514,New,RM2022,2016-04-20,2016-08-25,2017-08-25,PRD020,2016-08-25,12,2017-08-26,3.42,0.28,4960000,183520.00000000003,2003-09-05,Cash and Cash E,9700000,0.8,1,7,708571.4285714285,Reporting,Complied,No Error
ID1182,Dealer,IFR128,GRP514,Existing,RM2038,2016-04-21,2016-05-17,2017-05-17,PRD001,2016-05-17,6,2016-11-16,1.8,0.14,1490000,28906.0,2011-05-08,Stock Mortgage,7400000,0.8,2,10,149000.0,Conditions Precedent,Breached,Error
ID1151,Dealer,IFR196,GRP500,Straight,RM2003,2016-04-23,2016-07-24,2017-07-24,PRD002,2016-07-24,12,2017-07-25,1.55,0.29,6230000,114632.0,2005-05-09,Cash and Cash E,14100000,1.0,1,6,1038333.3333333334,Reporting,Complied,No Error
ID1125,Corporate,IFR118,GRP514,New,RM2037,2016-04-24,2016-08-31,2017-08-31,PRD002,2016-08-31,6,2017-03-02,2.08,0.2,4770000,108756.0,2002-06-14,Tripartite Deed/Agreement,14700000,1.0,1,5,954000.0,Reporting,Breached,No Error
ID1026,Dealer,IFR119,GRP511,New,RM2040,2016-04-25,2016-06-08,2017-06-08,PRD020,2016-06-08,60,2021-06-12,2.83,0.45,5610000,184008.00000000003,2005-03-31,Mortgage over life insurance,3800000,0.75,2,9,623333.3333333334,Conditions Subsequent,Complied,No Error
ID1194,Dealer,IFR168,GRP509,Straight,RM2033,2016-04-26,2016-08-03,2017-08-03,PRD004,2016-08-03,60,2021-08-07,1.68,0.35,2520000,51156.0,2016-07-22,Limited Cross Guarantee and Indemnity (supported),13600000,1.0,6,5,504000.0,Reporting,Non Waiver,No Error
ID1319,Commercial,IFR175,GRP500,New,RM2002,2016-04-26,2016-07-07,2017-07-07,PRD001,2016-07-07,36,2019-07-10,3.28,0.19,2520000,87443.99999999999,2002-08-30,Limited Cross Guarantee and Indemnity (supported),17600000,1.0,4,5,504000.0,Reporting,Complied,No Error
ID1179,Commercial,IFR123,GRP520,New,RM2007,2016-04-27,2016-06-23,2017-06-23,PRD010,2016-06-23,24,2018-06-25,2.01,0.11,2470000,52363.99999999999,2011-01-20,Mortgage over a lease,2400000,1.0,1,4,617500.0,Reporting,Complied,No Error
ID1226,Property Development,IFR195,GRP517,Existing,RM2020,2016-04-27,2016-08-18,2017-08-18,PRD001,2016-08-18,12,2017-08-19,3.11,0.12,4010000,129523.00000000001,2009-04-25,General Mortgage/Lien,22600000,0.7,4,5,802000.0,Reporting,Breached,No Error
ID1087,Dealer,IFR122,GRP511,Review,RM2039,2016-04-29,2016-06-16,2017-06-16,PRD014,2016-06-16,12,2017-06-17,2.9,0.13,6410000,194222.99999999997,2009-09-26,Bill of Sale over business assets,2500000,1.0,3,1,6410000.0,Financial,Complied,Error
ID1447,Commercial,IFR110,GRP505,Existing,RM2006,2016-05-04,2016-08-04,2017-08-04,PRD002,2016-08-04,12,2017-08-05,3.22,0.13,6000000,201000.0,2010-05-19,Bill of Sale over business assets,15900000,0.7,4,8,750000.0,Conditions Subsequent,Breached,No Error
ID1340,Commercial,IFR161,GRP507,Existing,RM2029,2016-05-06,2016-06-03,2017-06-03,PRD007,2016-06-03,12,2017-06-04,2.49,0.21,3940000,106380.00000000001,2010-05-10,Stock Mortgage,9700000,1.0,1,9,437777.77777777775,Conditions Subsequent,Complied,No Error
ID1390,Corporate,IFR106,GRP507,Existing,RM2011,2016-05-08,2016-09-12,2017-09-12,PRD020,2016-09-12,12,2017-09-13,1.63,0.44,1950000,40365.0,2002-01-12,Mortgage over Real Property (Residential),18600000,0.7,6,5,390000.0,Reporting,Complied,Error
ID1464,Commercial,IFR165,GRP514,Existing,RM2035,2016-05-10,2016-08-14,2017-08-14,PRD018,2016-08-14,12,2017-08-15,2.03,0.26,4420000,101218.0,2010-11-07,Transfer of Mortgage over Real Property,6300000,0.7,4,8,552500.0,Conditions Subsequent,Complied,No Error
ID1024,Dealer,IFR182,GRP518,Straight,RM2013,2016-05-14,2016-07-30,2017-07-30,PRD011,2016-07-30,6,2017-01-29,1.5,0.47,1610000,31716.999999999996,2010-05-26,Crop Lien,21900000,0.75,5,6,268333.3333333333,Reporting,Extended,No Error
ID1166,Dealer,IFR191,GRP500,Review,RM2005,2016-05-17,2016-06-18,2017-06-18,PRD011,2016-06-18,6,2016-12-18,2.91,0.44,1630000,54605.0,2014-08-21,Bill of Sale over specific business assets,20600000,0.7,3,9,181111.11111111112,Conditions Subsequent,Complied,No Error
ID1224,Dealer,IFR186,GRP502,Existing,RM2019,2016-05-20,2016-09-19,2017-09-19,PRD001,2016-09-19,48,2020-09-22,3.64,0.42,4650000,188790.00000000003,2002-04-13,Unregistered Mortgage over an unregistered lease,17900000,0.4,2,8,581250.0,Conditions Subsequent,Breached,No Error
ID1280,Dealer,IFR107,GRP502,New,RM2029,2016-05-21,2016-06-11,2017-06-11,PRD004,2016-06-11,36,2019-06-14,2.33,0.26,5900000,152810.0,2008-02-25,Stock Mortgage,21600000,0.8,3,6,983333.3333333334,Reporting,Extended,No Error
ID1134,Corporate,IFR155,GRP514,Review,RM2007,2016-05-23,2016-08-04,2017-08-04,PRD007,2016-08-04,48,2020-08-07,2.0,0.12,1480000,31376.0,2006-07-12,Mortgage over Real Property (Residential),4900000,0.75,3,3,493333.3333333333,Financial,Complied,No Error
ID1071,Corporate,IFR114,GRP505,Existing,RM2016,2016-05-24,2016-09-19,2017-09-19,PRD008,2016-09-19,12,2017-09-20,3.24,0.15,770000,26103.0,2010-07-27,Traded Equities,22100000,0.75,3,6,128333.33333333333,Reporting,Breached,No Error
ID1270,Property Development,IFR133,GRP516,New,RM2011,2016-05-28,2016-09-06,2017-09-06,PRD008,2016-09-06,12,2017-09-07,2.35,0.22,5810000,149317.00000000003,2003-12-22,Limited Guarantee and Indemnity (supported),14100000,0.75,3,5,1162000.0,Reporting,Complied,No Error
ID1160,Dealer,IFR106,GRP507,New,RM2028,2016-05-29,2016-09-15,2017-09-15,PRD001,2016-09-15,12,2017-09-16,3.74,0.23,1120000,44464.0,2002-01-12,Commercial Property,20700000,0.75,4,8,140000.0,Conditions Subsequent,Complied,No Error
ID1097,Corporate,IFR180,GRP502,Straight,RM2028,2016-06-03,2016-09-29,2017-09-29,PRD014,2016-09-29,48,2020-10-02,2.36,0.47,3980000,112634.00000000001,2010-11-25,Residential Property,19400000,0.75,3,5,796000.0,Reporting,Complied,No Error
ID1093,Dealer,IFR190,GRP502,Review,RM2029,2016-06-04,2016-06-23,2017-06-23,PRD001,2016-06-23,48,2020-06-26,3.7,0.38,430000,17544.0,2011-10-22,Mortgage over Real Property (Commercial),23500000,0.8,1,9,47777.77777777778,Conditions Subsequent,Complied,No Error
ID1207,Dealer,IFR145,GRP514,Existing,RM2000,2016-06-04,2016-06-26,2017-06-26,PRD018,2016-06-26,12,2017-06-27,2.02,0.11,6840000,145692.0,2012-02-28,Fixed and Floating Charge (Cashflow lending),14100000,1.0,5,4,1710000.0,Financial,Complied,Error
ID1119,Dealer,IFR103,GRP505,Existing,RM2001,2016-06-10,2016-09-10,2017-09-10,PRD004,2016-09-10,24,2018-09-12,2.07,0.29,6750000,159300.0,2005-04-29,Mortgage over Real Property (Commercial),20700000,0.5,6,7,964285.7142857143,Reporting,Extended,No Error
ID1372,Commercial,IFR132,GRP517,Existing,RM2030,2016-06-10,2016-08-07,2017-08-07,PRD006,2016-08-07,12,2017-08-08,3.44,0.36,2890000,109820.0,2013-01-26,Collateral Type Desc,12400000,0.4,3,11,262727.2727272727,Conditions Precedent,Complied,No Error
ID1070,Dealer,IFR122,GRP511,New,RM2012,2016-06-13,2016-10-06,2017-10-06,PRD015,2016-10-06,12,2017-10-07,3.03,0.32,440000,14739.999999999998,2009-09-26,Fixed and Floating Company Charge,10400000,1.0,6,5,88000.0,Reporting,Complied,No Error
ID1198,Dealer,IFR145,GRP514,Existing,RM2018,2016-06-15,2016-08-13,2017-08-13,PRD008,2016-08-13,24,2018-08-15,2.59,0.1,1820000,48958.0,2012-02-28,Mortgage over Real Property (Industrial),11100000,0.75,3,11,165454.54545454544,Conditions Precedent,Complied,No Error
ID1002,Dealer,IFR148,GRP500,Review,RM2008,2016-06-16,2016-07-08,2017-07-08,PRD009,2016-07-08,24,2018-07-10,2.5,0.21,1260000,34146.0,2012-05-10,Bill of Sale over a Post Office licence,8700000,0.5,2,3,420000.0,Financial,Extended,No Error
ID1309,Property Development,IFR185,GRP520,Existing,RM2010,2016-06-16,2016-08-25,2017-08-25,PRD020,2016-08-25,24,2018-08-27,2.5,0.32,4420000,124644.0,2003-04-10,Limited Guarantee and Indemnity (unsupported),22800000,0.75,1,12,368333.3333333333,Conditions Precedent,Extended,No Error
ID1036,Dealer,IFR123,GRP520,Existing,RM2006,2016-06-17,2016-08-09,2017-08-09,PRD014,2016-08-09,12,2017-08-10,2.26,0.43,370000,9953.0,2011-01-20,Transfer of Mortgage over Real Property,11400000,0.75,2,7,52857.142857142855,Reporting,Breached,No Error
ID1313,Commercial,IFR128,GRP514,Existing,RM2015,2016-06-20,2016-08-06,2017-08-06,PRD011,2016-08-06,36,2019-08-09,2.98,0.27,3750000,121875.0,2011-05-08,Collateral Type Desc,13300000,0.7,2,7,535714.2857142857,Reporting,Extended,No Error
ID1386,Commercial,IFR197,GRP502,Existing,RM2024,2016-06-22,2016-10-05,2017-10-05,PRD013,2016-10-05,6,2017-04-06,2.11,0.33,2360000,57583.99999999999,2013-05-23,Unregistered Mortgage over an unregistered lease,7700000,0.75,4,10,236000.0,Conditions Precedent,Non Waiver,Error
ID1289,Dealer,IFR178,GRP501,Straight,RM2022,2016-06-24,2016-10-15,2017-10-15,PRD005,2016-10-15,12,2017-10-16,1.64,0.36,1790000,35800.0,2010-10-10,Transfer of Mortgage over a Lease,7600000,0.5,1,7,255714.2857142857,Reporting,Breached,No Error
ID1172,Dealer,IFR127,GRP517,Straight,RM2039,2016-06-25,2016-07-16,2017-07-16,PRD006,2016-07-16,12,2017-07-17,3.35,0.36,400000,14840.0,2005-12-03,Residential Property,16200000,0.75,2,5,80000.0,Reporting,Complied,No Error
ID1489,Commercial,IFR189,GRP500,New,RM2018,2016-06-27,2016-07-29,2017-07-29,PRD015,2016-07-29,12,2017-07-30,3.01,0.24,3820000,124150.0,2002-06-19,General Mortgage/Lien,4200000,0.7,2,9,424444.44444444444,Conditions Subsequent,Extended,No Error
ID1227,Commercial,IFR124,GRP514,Existing,RM2007,2016-06-30,2016-08-11,2017-08-11,PRD010,2016-08-11,24,2018-08-13,2.26,0.13,4410000,105398.99999999999,2011-11-11,Collateral Type Desc,6200000,0.75,3,3,1470000.0,Financial,Complied,No Error
ID1396,Commercial,IFR163,GRP500,New,RM2003,2016-06-30,2016-10-08,2017-10-08,PRD015,2016-10-08,48,2020-10-11,3.03,0.46,820000,28618.0,2002-09-08,Fixed and Floating Charge (Cashflow lending),8700000,0.7,3,6,136666.66666666666,Reporting,Complied,No Error
ID1103,Dealer,IFR117,GRP501,New,RM2015,2016-07-01,2016-10-17,2017-10-17,PRD011,2016-10-17,36,2019-10-20,2.96,0.49,6430000,221835.00000000003,2015-11-17,Crop Lien,18900000,0.75,2,8,803750.0,Conditions Subsequent,Extended,No Error
ID1494,Commercial,IFR148,GRP500,Straight,RM2005,2016-07-03,2016-10-16,2017-10-16,PRD015,2016-10-16,12,2017-10-17,2.37,0.24,4260000,111186.0,2012-05-10,Fixed and Floating Company Charge,18400000,0.75,6,5,852000.0,Reporting,Complied,No Error
ID1034,Dealer,IFR121,GRP500,Review,RM2013,2016-07-07,2016-08-20,2017-08-20,PRD020,2016-08-20,6,2017-02-19,2.33,0.23,5060000,129536.0,2003-10-21,Fixed and Floating Company Charge,7200000,0.75,6,6,843333.3333333334,Reporting,Complied,No Error
ID1104,Dealer,IFR191,GRP500,Existing,RM2001,2016-07-13,2016-10-04,2017-10-04,PRD010,2016-10-04,12,2017-10-05,3.5,0.19,6100000,225090.0,2014-08-21,Transfer of Mortgage over Real Property,16100000,1.0,6,6,1016666.6666666666,Reporting,Complied,No Error
ID1356,Dealer,IFR194,GRP511,Straight,RM2018,2016-07-14,2016-08-11,2017-08-11,PRD020,2016-08-11,24,2018-08-13,2.1,0.45,6320000,161160.0,2001-12-25,Crop Lien,16700000,0.75,2,6,1053333.3333333333,Reporting,Extended,Error
ID1058,Dealer,IFR105,GRP501,New,RM2013,2016-07-17,2016-11-08,2017-11-08,PRD020,2016-11-08,6,2017-05-10,2.56,0.44,4520000,135600.0,2004-01-03,Ships Mortgage,3700000,1.0,3,5,904000.0,Reporting,Complied,No Error
ID1072,Dealer,IFR157,GRP515,New,RM2034,2016-07-17,2016-08-08,2017-08-08,PRD002,2016-08-08,6,2017-02-07,1.61,0.25,5480000,101928.00000000001,2008-09-05,Limited Cross Guarantee and Indemnity (supported),22800000,1.0,6,7,782857.1428571428,Reporting,Complied,No Error
ID1266,Dealer,IFR167,GRP516,Review,RM2009,2016-07-17,2016-08-11,2017-08-11,PRD011,2016-08-11,6,2017-02-10,1.73,0.16,3900000,73710.0,2014-01-24,Collateral Type Desc,19200000,1.0,2,4,975000.0,Reporting,Extended,No Error
ID1354,Property Development,IFR138,GRP514,New,RM2037,2016-07-20,2016-09-24,2017-09-24,PRD005,2016-09-24,24,2018-09-26,2.03,0.27,3190000,73370.0,2001-12-02,Gold Deposit,16300000,0.75,5,3,1063333.3333333333,Financial,Breached,No Error
ID1320,Dealer,IFR176,GRP519,Existing,RM2038,2016-07-21,2016-10-24,2017-10-24,PRD009,2016-10-24,12,2017-10-25,2.77,0.29,900000,27540.000000000004,2004-08-09,Mortgage over Real Property (Commercial),2700000,1.0,1,10,90000.0,Conditions Precedent,Extended,No Error
